FrameID,Type,PacketRatio(%),FwdRef,BwdRef,RefStatus,EffectiveRatio(%),Latency(ms),WithinDeadline,FirstArrival(sec),LastArrival(sec)
192,P,100.0,189,-1,OK,100.0,6.09,YES,9.3472,9.3521
193,B,100.0,192,195,OK,100.0,2.10,YES,9.3802,9.3811
194,B,100.0,192,195,OK,100.0,2.16,YES,9.4132,9.4142
195,P,100.0,192,-1,OK,100.0,6.17,YES,9.4462,9.4512
196,B,100.0,195,198,OK,100.0,2.05,YES,9.4792,9.4801
197,B,100.0,195,198,OK,100.0,2.12,YES,9.5122,9.5131
198,P,100.0,195,-1,OK,100.0,6.09,YES,9.5452,9.5501
199,B,100.0,198,201,OK,100.0,2.18,YES,9.5783,9.5792
200,B,100.0,198,201,OK,100.0,2.12,YES,9.6112,9.6121
201,P,100.0,198,-1,OK,100.0,6.15,YES,9.6442,9.6491
202,B,100.0,201,204,OK,100.0,2.06,YES,9.6772,9.6781
203,B,100.0,201,204,OK,100.0,2.16,YES,9.7102,9.7112
204,P,100.0,201,-1,OK,100.0,6.16,YES,9.7432,9.7482
205,B,100.0,204,207,OK,100.0,2.11,YES,9.7762,9.7771
206,B,100.0,204,207,OK,100.0,2.12,YES,9.8092,9.8101
207,P,100.0,204,-1,OK,100.0,6.14,YES,9.8422,9.8471
208,B,100.0,207,210,OK,100.0,2.15,YES,9.8752,9.8762
209,B,100.0,207,210,OK,100.0,2.05,YES,9.9082,9.9091
210,P,100.0,207,-1,OK,100.0,6.12,YES,9.9412,9.9461
211,B,100.0,210,213,OK,100.0,2.13,YES,9.9742,9.9751
