FrameID,Type,PacketRatio(%),FwdRef,BwdRef,RefStatus,EffectiveRatio(%),Latency(ms),WithinDeadline,FirstArrival(sec),LastArrival(sec)
183,P,100.0,180,-1,OK,100.0,12.02,YES,9.0502,9.0610
184,B,100.0,183,186,OK,100.0,2.82,YES,9.0832,9.0848
185,B,100.0,183,186,OK,100.0,2.72,YES,9.1162,9.1177
186,P,100.0,183,-1,OK,100.0,12.17,YES,9.1493,9.1602
187,B,100.0,186,189,OK,100.0,2.87,YES,9.1822,9.1839
188,B,100.0,186,189,OK,100.0,2.73,YES,9.2152,9.2167
189,P,100.0,186,-1,OK,100.0,12.28,YES,9.2482,9.2593
190,B,100.0,189,192,OK,100.0,2.66,YES,9.2812,9.2827
191,B,100.0,189,192,OK,100.0,2.71,YES,9.3142,9.3157
192,P,100.0,189,-1,OK,100.0,12.28,YES,9.3472,9.3583
193,B,100.0,192,195,OK,100.0,2.89,YES,9.3803,9.3819
194,B,100.0,192,195,OK,100.0,2.85,YES,9.4132,9.4148
195,P,100.0,192,-1,OK,100.0,12.37,YES,9.4462,9.4574
196,B,100.0,195,198,OK,100.0,2.80,YES,9.4792,9.4808
197,B,100.0,195,198,OK,100.0,2.66,YES,9.5122,9.5137
198,P,100.0,195,-1,OK,100.0,12.10,YES,9.5453,9.5561
199,B,100.0,198,201,OK,100.0,2.74,YES,9.5782,9.5797
200,B,100.0,198,201,OK,100.0,2.73,YES,9.6112,9.6127
201,P,100.0,198,-1,OK,100.0,12.36,YES,9.6442,9.6554
202,B,100.0,201,204,OK,100.0,2.84,YES,9.6772,9.6788
203,B,100.0,201,204,OK,100.0,2.81,YES,9.7102,9.7118
204,P,100.0,201,-1,OK,100.0,12.21,YES,9.7432,9.7542
205,B,100.0,204,207,OK,100.0,2.77,YES,9.7762,9.7778
206,B,100.0,204,207,OK,100.0,2.67,YES,9.8092,9.8107
207,P,100.0,204,-1,OK,100.0,11.98,YES,9.8422,9.8530
208,B,100.0,207,210,OK,100.0,2.79,YES,9.8752,9.8768
209,B,100.0,207,210,OK,100.0,2.80,YES,9.9083,9.9098
210,P,100.0,207,-1,OK,100.0,12.01,YES,9.9412,9.9520
211,B,100.0,210,213,OK,100.0,2.86,YES,9.9742,9.9759
