
=== Flow Monitor Statistics ===
Flow 1:
  Tx Packets: 3191
  Rx Packets: 3191
Total Tx: 3191, Total Rx: 3191
============================


=== Simulation Configuration ===
A-MPDU: OFF
EDCA: OFF
Packet Size: 100 bytes
GOP Size: 60
Distance: 20 m
Simulation Time: 10 s
================================


=== IP Address Assignment ===
Server 0 addresses:
  Interface 0: 127.0.0.1
  Interface 1: 10.1.1.1
AP 0 addresses:
  Interface 0: 127.0.0.1
  Interface 1: 10.1.1.2
  Interface 2: 10.1.2.1
STA 0 addresses:
  Interface 0: 127.0.0.1
  Interface 1: 10.1.2.2

=== Routing Tables ===
Server 0 has routing protocol: YES
=====================


Statistics saved to: /Users/akira/workspace/ns-3.46.1/scratch/video-sim-log/stats_ampdu_off_edca_off_d20m.csv

FrameID,Type,PacketRatio(%),FwdRef,BwdRef,RefStatus,EffectiveRatio(%),Latency(ms),WithinDeadline,FirstArrival(sec),LastArrival(sec)
88,B,100.0,87,90,OK,100.0,2.02,YES,5.9151,5.9160
89,B,100.0,87,90,OK,100.0,2.09,YES,5.9481,5.9491
90,P,100.0,87,-1,OK,100.0,8.14,YES,5.9811,5.9881
91,B,100.0,90,93,OK,100.0,1.98,YES,6.0141,6.0150
92,B,100.0,90,93,OK,100.0,3.88,YES,6.0471,6.0499
93,P,100.0,90,-1,OK,100.0,8.04,YES,6.0801,6.0870
94,B,100.0,93,96,OK,100.0,2.03,YES,6.1131,6.1140
95,B,100.0,93,96,OK,100.0,2.14,YES,6.1461,6.1471
96,P,100.0,93,-1,OK,100.0,8.03,YES,6.1791,6.1860
97,B,100.0,96,99,OK,100.0,1.94,YES,6.2121,6.2129
98,B,100.0,96,99,OK,100.0,2.03,YES,6.2451,6.2460
99,P,100.0,96,-1,OK,100.0,7.84,YES,6.2781,6.2848
100,B,100.0,99,102,OK,100.0,1.94,YES,6.3111,6.3119
101,B,100.0,99,102,OK,100.0,1.94,YES,6.3441,6.3449
102,P,100.0,99,-1,OK,100.0,8.06,YES,6.3771,6.3841
103,B,100.0,102,105,OK,100.0,2.00,YES,6.4101,6.4110
104,B,100.0,102,105,OK,100.0,1.92,YES,6.4431,6.4439
105,P,100.0,102,-1,OK,100.0,7.65,YES,6.4761,6.4827
106,B,100.0,105,108,OK,100.0,2.13,YES,6.5091,6.5101
107,B,100.0,105,108,OK,100.0,2.10,YES,6.5421,6.5431
108,P,100.0,105,-1,OK,100.0,8.05,YES,6.5751,6.5821
109,B,100.0,108,111,OK,100.0,2.02,YES,6.6081,6.6090
110,B,100.0,108,111,OK,100.0,2.12,YES,6.6411,6.6421
111,P,100.0,108,-1,OK,100.0,8.07,YES,6.6741,6.6811
112,B,100.0,111,114,OK,100.0,2.03,YES,6.7071,6.7080
113,B,100.0,111,114,OK,100.0,2.04,YES,6.7401,6.7410
114,P,100.0,111,-1,OK,100.0,8.14,YES,6.7731,6.7801
115,B,100.0,114,117,OK,100.0,1.97,YES,6.8061,6.8070
116,B,100.0,114,117,OK,100.0,2.00,YES,6.8391,6.8400
117,P,100.0,114,-1,OK,100.0,8.02,YES,6.8721,6.8790
118,B,100.0,117,120,OK,100.0,1.95,YES,6.9051,6.9059
119,P,100.0,117,-1,OK,100.0,7.60,YES,6.9381,6.9446
120,I,100.0,-1,-1,N/A,100.0,25.04,YES,6.9711,6.9950
121,B,100.0,120,123,OK,100.0,1.98,YES,7.0041,7.0050
122,B,100.0,120,123,OK,100.0,1.93,YES,7.0371,7.0379
123,P,100.0,120,-1,OK,100.0,10.06,YES,7.0701,7.0791
124,B,100.0,123,126,OK,100.0,2.12,YES,7.1031,7.1041
125,B,100.0,123,126,OK,100.0,1.99,YES,7.1361,7.1370
126,P,100.0,123,-1,OK,100.0,9.97,YES,7.1691,7.1780
127,B,100.0,126,129,OK,100.0,1.93,YES,7.2021,7.2029
128,B,100.0,126,129,OK,100.0,2.18,YES,7.2351,7.2362
129,P,100.0,126,-1,OK,100.0,8.24,YES,7.2681,7.2752
130,B,100.0,129,132,OK,100.0,2.01,YES,7.3011,7.3020
131,B,100.0,129,132,OK,100.0,1.94,YES,7.3341,7.3349
132,P,100.0,129,-1,OK,100.0,8.06,YES,7.3671,7.3741
133,B,100.0,132,135,OK,100.0,2.19,YES,7.4001,7.4012
134,B,100.0,132,135,OK,100.0,2.04,YES,7.4331,7.4340
135,P,100.0,132,-1,OK,100.0,8.04,YES,7.4661,7.4730
136,B,100.0,135,138,OK,100.0,1.91,YES,7.4991,7.4999
137,B,100.0,135,138,OK,100.0,2.11,YES,7.5321,7.5331
138,P,100.0,135,-1,OK,100.0,7.87,YES,7.5651,7.5719
139,B,100.0,138,141,OK,100.0,2.02,YES,7.5981,7.5990
140,B,100.0,138,141,OK,100.0,2.12,YES,7.6311,7.6321
141,P,100.0,138,-1,OK,100.0,7.78,YES,7.6641,7.6708
142,B,100.0,141,144,OK,100.0,2.02,YES,7.6971,7.6980
143,B,100.0,141,144,OK,100.0,2.09,YES,7.7301,7.7311
144,P,100.0,141,-1,OK,100.0,7.65,YES,7.7631,7.7697
145,B,100.0,144,147,OK,100.0,1.99,YES,7.7961,7.7970
146,B,100.0,144,147,OK,100.0,1.88,YES,7.8291,7.8299
147,P,100.0,144,-1,OK,100.0,7.88,YES,7.8621,7.8689
148,B,100.0,147,150,OK,100.0,1.98,YES,7.8951,7.8960
149,B,100.0,147,150,OK,100.0,2.04,YES,7.9281,7.9290
150,P,100.0,147,-1,OK,100.0,7.68,YES,7.9611,7.9677
151,B,100.0,150,153,OK,100.0,3.21,YES,7.9952,7.9962
152,B,100.0,150,153,OK,100.0,2.24,YES,8.0271,8.0282
153,P,100.0,150,-1,OK,100.0,7.50,YES,8.0601,8.0665
154,B,100.0,153,156,OK,100.0,2.14,YES,8.0931,8.0941
155,B,100.0,153,156,OK,100.0,2.04,YES,8.1261,8.1270
156,P,100.0,153,-1,OK,100.0,7.92,YES,8.1591,8.1659
157,B,100.0,156,159,OK,100.0,2.09,YES,8.1921,8.1931
158,B,100.0,156,159,OK,100.0,2.03,YES,8.2251,8.2260
159,P,100.0,156,-1,OK,100.0,7.98,YES,8.2581,8.2650
160,B,100.0,159,162,OK,100.0,2.16,YES,8.2911,8.2922
161,B,100.0,159,162,OK,100.0,2.24,YES,8.3241,8.3252
162,P,100.0,159,-1,OK,100.0,8.27,YES,8.3571,8.3643
163,B,100.0,162,165,OK,100.0,1.92,YES,8.3901,8.3909
164,B,100.0,162,165,OK,100.0,2.09,YES,8.4231,8.4241
165,P,100.0,162,-1,OK,100.0,7.50,YES,8.4561,8.4625
166,B,100.0,165,168,OK,100.0,1.93,YES,8.4891,8.4899
167,B,100.0,165,168,OK,100.0,1.97,YES,8.5221,8.5230
168,P,100.0,165,-1,OK,100.0,7.44,YES,8.5551,8.5614
169,B,100.0,168,171,OK,100.0,2.04,YES,8.5881,8.5890
170,B,100.0,168,171,OK,100.0,2.05,YES,8.6211,8.6221
171,P,100.0,168,-1,OK,100.0,8.00,YES,8.6541,8.6610
172,B,100.0,171,174,OK,100.0,2.08,YES,8.6871,8.6881
173,B,100.0,171,174,OK,100.0,1.92,YES,8.7201,8.7209
174,P,100.0,171,-1,OK,100.0,7.86,YES,8.7531,8.7599
175,B,100.0,174,177,OK,100.0,1.96,YES,8.7861,8.7870
176,B,100.0,174,177,OK,100.0,1.93,YES,8.8191,8.8199
177,P,100.0,174,-1,OK,100.0,7.90,YES,8.8521,8.8589
178,B,100.0,177,180,OK,100.0,2.02,YES,8.8851,8.8860
179,P,100.0,177,-1,OK,100.0,7.92,YES,8.9181,8.9249
180,I,100.0,-1,-1,N/A,100.0,24.77,YES,8.9511,8.9748
181,B,100.0,180,183,OK,100.0,1.95,YES,8.9841,8.9849
182,B,100.0,180,183,OK,100.0,4.00,YES,9.0171,9.0200
183,P,100.0,180,-1,OK,100.0,7.69,YES,9.0501,9.0567
184,B,100.0,183,186,OK,100.0,2.02,YES,9.0831,9.0840
185,B,100.0,183,186,OK,100.0,2.13,YES,9.1161,9.1171
186,P,100.0,183,-1,OK,100.0,8.09,YES,9.1491,9.1561
187,B,100.0,186,189,OK,100.0,2.15,YES,9.1821,9.1831
188,B,100.0,186,189,OK,100.0,2.13,YES,9.2151,9.2161
189,P,100.0,186,-1,OK,100.0,7.99,YES,9.2481,9.2550
190,B,100.0,189,192,OK,100.0,2.06,YES,9.2811,9.2821
191,B,100.0,189,192,OK,100.0,2.01,YES,9.3141,9.3150
192,P,100.0,189,-1,OK,100.0,7.63,YES,9.3471,9.3536
193,B,100.0,192,195,OK,100.0,2.15,YES,9.3801,9.3812
194,B,100.0,192,195,OK,100.0,2.06,YES,9.4131,9.4141
195,P,100.0,192,-1,OK,100.0,7.79,YES,9.4461,9.4528
196,B,100.0,195,198,OK,100.0,2.08,YES,9.4791,9.4801
197,B,100.0,195,198,OK,100.0,1.99,YES,9.5121,9.5130
198,P,100.0,195,-1,OK,100.0,7.92,YES,9.5451,9.5519
199,B,100.0,198,201,OK,100.0,1.94,YES,9.5781,9.5789
200,B,100.0,198,201,OK,100.0,2.04,YES,9.6111,9.6120
201,P,100.0,198,-1,OK,100.0,7.98,YES,9.6441,9.6510
202,B,100.0,201,204,OK,100.0,2.07,YES,9.6771,9.6781
203,B,100.0,201,204,OK,100.0,2.08,YES,9.7101,9.7111
204,P,100.0,201,-1,OK,100.0,8.28,YES,9.7431,9.7503
205,B,100.0,204,207,OK,100.0,2.10,YES,9.7761,9.7771
206,B,100.0,204,207,OK,100.0,1.93,YES,9.8091,9.8099
207,P,100.0,204,-1,OK,100.0,7.77,YES,9.8421,9.8488
208,B,100.0,207,210,OK,100.0,2.17,YES,9.8751,9.8762
209,B,100.0,207,210,OK,100.0,2.09,YES,9.9081,9.9091
210,P,100.0,207,-1,OK,100.0,7.88,YES,9.9411,9.9479
211,B,100.0,210,213,OK,100.0,2.19,YES,9.9741,9.9752

Statistics file: /Users/akira/workspace/ns-3.46.1/scratch/video-sim-log/stats_ampdu_off_edca_off_d20m.csv
Run output saved to: /Users/akira/workspace/ns-3.46.1/scratch/video-sim-log/run_output_ampdu_off_edca_off_d20m.log
